Order_ID,Date,Customer_ID,Price,Chair,Stool,Table,Cabinet,Dresser,Couch,Bed,Shelf
552243,2010-03-22,309,2266,0,0,0,0,0,0,1,2
408244,2010-03-22,5164,1425,0,0,1,0,1,1,0,0
1151245,2010-03-23,906,2750,3,0,0,0,1,0,1,0
3624246,2010-03-23,8378,2294,4,0,0,0,0,0,1,0
974247,2010-03-25,727,2645,0,3,0,0,0,1,1,0
4570248,2010-03-25,4322,798,2,0,1,0,0,0,0,1
3648249,2010-03-25,3399,3962,0,2,0,0,0,0,2,0
4884250,2010-03-25,9634,889,0,3,1,0,0,0,0,1
3749251,2010-03-26,8498,1072,2,0,1,0,0,1,0,0
4794252,2010-03-26,4542,1851,0,0,1,2,1,0,0,0
2440253,2010-03-29,7187,1006,3,3,1,0,0,0,0,0
1117254,2010-03-29,863,3226,4,0,0,0,0,2,1,0
2225255,2010-03-30,1970,1064,0,2,1,0,0,1,0,0
830256,2010-03-30,574,2682,0,0,2,0,0,0,1,0
1968257,2010-03-31,6711,3123,3,0,0,0,0,2,1,0
517258,2010-03-31,259,1984,0,0,1,0,2,1,0,0
1801259,2010-03-31,6542,1072,2,0,1,0,0,1,0,0
3061260,2010-04-02,7801,582,0,2,0,0,0,0,0,2
683261,2010-04-02,5422,957,2,0,0,0,1,0,0,1
3394262,2010-04-02,3132,1332,0,0,1,0,0,2,0,0
2770263,2010-04-03,7507,4061,0,3,0,0,0,0,2,0
4599264,2010-04-03,9335,2476,0,6,0,0,0,0,1,0
1075265,2010-04-04,810,3892,0,0,0,2,2,0,1,0
3484266,2010-04-04,8218,5646,0,0,0,0,0,0,3,0
855267,2010-04-05,588,596,2,2,0,0,0,0,0,1
4358268,2010-04-05,4090,1038,0,0,1,1,0,0,0,1
1743269,2010-04-06,1474,2488,3,3,0,0,0,0,1,0
3267270,2010-04-07,7997,992,0,0,2,0,0,0,0,1
1263271,2010-04-07,5992,810,6,0,0,0,0,0,0,1
1621272,2010-04-07,1349,798,3,3,0,0,0,0,0,1
701273,2010-04-07,5428,2647,2,0,0,0,1,0,1,0
153274,2010-04-07,9879,1072,3,3,0,0,0,1,0,0
1713275,2010-04-07,6438,2657,3,0,0,0,0,1,1,0
3906276,2010-04-08,8630,2591,3,0,1,0,0,0,1,0
160277,2010-04-08,4883,1873,3,0,0,1,2,0,0,0
2921278,2010-04-08,2643,2488,2,0,1,0,0,0,1,0
3329279,2010-04-09,3050,2907,0,0,0,0,1,1,1,0
4375280,2010-04-09,4095,4164,0,0,1,0,0,0,2,0
4375281,2010-04-09,4094,1048,0,3,0,0,1,0,0,1
3860282,2010-04-10,3578,1209,0,3,0,1,0,1,0,0
2625283,2010-04-10,2342,798,2,0,1,0,0,0,0,1
928284,2010-04-10,644,1175,3,0,1,0,0,1,0,0
1729285,2010-04-11,6444,2554,2,0,0,0,0,1,1,0
401286,2010-04-11,5115,3168,0,0,0,0,4,2,0,0
2779287,2010-04-11,2492,3956,0,0,0,0,0,0,2,1
2042288,2010-04-12,1754,864,2,0,0,0,0,1,0,1
3552289,2010-04-12,8263,1241,3,0,0,0,0,2,0,0
4362290,2010-04-12,9072,1824,0,0,0,2,0,2,0,0
3803291,2010-04-12,8512,2841,0,0,1,0,1,0,1,0
1622292,2010-04-12,1330,2280,2,0,0,0,0,0,1,1
4084293,2010-04-13,8791,1006,3,3,1,0,0,0,0,0
1863294,2010-04-13,1569,2474,0,0,1,0,0,0,1,1
4083295,2010-04-13,8788,2756,0,0,0,2,0,4,0,0
353296,2010-04-14,5057,1203,0,2,0,1,1,0,0,0
925297,2010-04-14,628,4210,0,0,0,1,0,0,2,0
440298,2010-04-14,5142,4323,0,0,0,0,1,0,2,0
1891299,2010-04-14,6592,1241,3,0,0,0,0,2,0,0
3030300,2010-04-15,2730,3956,0,0,0,0,0,0,2,1
1843301,2010-04-15,6542,1292,0,0,1,2,0,0,0,0
3669302,2010-04-16,8367,1471,0,0,0,1,1,1,0,0
4397303,2010-04-16,4094,3956,0,0,0,0,0,0,2,1
1829304,2010-04-16,6525,1415,0,3,0,0,2,0,0,0
4076305,2010-04-16,3771,2520,0,0,0,1,0,0,1,1
608306,2010-04-17,302,4061,0,3,0,0,0,0,2,0
2528307,2010-04-17,7221,1084,0,0,0,2,0,0,0,1
4190308,2010-04-17,8882,1861,0,3,0,1,2,0,0,0
356309,2010-04-17,47,590,2,0,0,0,0,0,0,2
1330310,2010-04-17,1020,2383,3,0,0,0,0,0,1,1
764311,2010-04-17,453,2774,0,0,0,2,0,0,1,0
3938312,2010-04-18,3626,5646,0,0,0,0,0,0,3,0
3173313,2010-04-18,2860,4230,0,0,0,0,0,1,2,0
1971314,2010-04-18,6657,2385,2,3,0,0,0,0,1,0
4166315,2010-04-18,3851,2520,0,0,0,1,0,0,1,1
136316,2010-04-19,4820,4230,0,0,0,0,0,1,2,0
3780317,2010-04-19,8463,1268,3,0,1,0,1,0,0,0
984318,2010-04-19,5666,681,0,3,0,0,0,0,0,2
3316319,2010-04-19,7997,2591,3,0,1,0,0,0,1,0
2934320,2010-04-19,7614,2887,0,0,0,1,1,0,1,0
3351321,2010-04-19,8030,4230,0,0,0,0,0,1,2,0
3541322,2010-04-19,3219,3970,2,0,0,0,0,0,2,0
4919323,2010-04-20,4596,4210,0,0,0,1,0,0,2,0
1318324,2010-04-21,5994,1518,0,0,1,0,2,0,0,0
4730325,2010-04-21,9405,2488,2,0,1,0,0,0,1,0
1094326,2010-04-21,5768,1203,0,2,0,1,1,0,0,0
402327,2010-04-22,75,1231,2,0,0,0,1,1,0,0
128328,2010-04-22,4800,3170,0,4,0,2,0,0,1,0
2650329,2010-04-22,7321,2520,0,0,0,1,0,0,1,1
2294330,2010-04-22,6964,4073,3,0,0,0,0,0,2,0
4219331,2010-04-23,8888,1038,0,0,1,1,0,0,0,1
541332,2010-04-23,209,4210,0,0,0,1,0,0,2,0
4218333,2010-04-24,3885,2748,0,0,1,0,0,1,1,0
1820334,2010-04-24,1486,1038,0,0,1,1,0,0,0,1
1347335,2010-04-24,1012,1060,3,0,0,0,1,0,0,1
3063336,2010-04-25,2727,1217,0,0,0,0,1,1,0,1
4932337,2010-04-25,4595,2546,0,2,0,0,0,1,1,0
459338,2010-04-25,121,2520,0,0,0,1,0,0,1,1
4116339,2010-04-25,3777,2486,4,0,0,0,0,0,1,1
1346340,2010-04-25,1006,2748,0,0,1,0,0,1,1,0
1347341,2010-04-26,1006,2591,3,0,1,0,0,0,1,0
2299342,2010-04-28,6957,2966,0,0,0,2,0,0,1,1
1810343,2010-04-28,1467,1312,0,0,1,1,0,1,0,0
1281344,2010-04-29,937,5646,0,0,0,0,0,0,3,0
570345,2010-04-29,5225,2657,3,0,0,0,0,1,1,0
4780346,2010-04-30,9434,2050,0,0,0,0,2,2,0,0
1838347,2010-05-01,1491,1155,3,0,1,1,0,0,0,0
854348,2010-05-01,506,2887,0,0,0,1,1,0,1,0
4149349,2010-05-02,8800,4164,0,0,1,0,0,0,2,0
1092350,2010-05-02,5742,1246,0,0,2,1,0,0,0,0
461351,2010-05-02,110,1084,0,0,0,2,0,0,0,1
2350352,2010-05-03,6998,2774,0,0,0,2,0,0,1,0
2048353,2010-05-04,1695,1072,3,3,0,0,0,1,0,0
3856354,2010-05-06,8502,4210,0,0,0,1,0,0,2,0
4238355,2010-05-06,3883,2728,0,0,1,1,0,0,1,0
1698356,2010-05-06,1342,2540,0,0,0,0,0,1,1,1
1438357,2010-05-07,1081,2500,6,0,0,0,0,0,1,0
1314358,2010-05-07,5956,1425,0,0,1,0,1,1,0,0
3025359,2010-05-07,7666,1163,0,3,1,0,0,1,0,0
522360,2010-05-07,162,1151,0,0,1,0,1,0,0,1
1728361,2010-05-07,1367,2814,0,0,0,0,0,2,1,0
435362,2010-05-08,73,943,0,0,0,0,1,0,0,2
869363,2010-05-08,506,949,0,2,0,0,1,0,0,1
3753364,2010-05-08,8389,2554,2,0,0,0,0,1,1,0
4309365,2010-05-08,8944,1058,0,0,1,0,0,1,0,1
3691366,2010-05-09,8325,1197,0,0,0,1,1,0,0,1
3551367,2010-05-10,3184,947,3,0,0,1,0,0,0,1
338368,2010-05-10,9970,2633,0,0,0,0,1,0,1,1
1855369,2010-05-11,6486,3970,2,0,0,0,0,0,2,0
3219370,2010-05-11,2849,3174,0,0,1,2,0,0,1,0
2623371,2010-05-11,2252,901,3,0,1,0,0,0,0,1
1797372,2010-05-11,6425,927,9,0,0,0,0,0,0,0
2748373,2010-05-11,7375,2278,0,4,0,0,0,0,1,0
3104374,2010-05-13,2730,1332,0,0,1,0,0,2,0,0
2331375,2010-05-13,6956,2633,0,0,0,0,1,0,1,1
785376,2010-05-13,409,1736,6,0,0,0,2,0,0,0
9377,2010-05-13,9632,2841,0,0,1,0,1,0,1,0
3443378,2010-05-13,3065,1064,0,2,1,0,0,1,0,0
2382379,2010-05-13,2003,2657,3,0,0,0,0,1,1,0
2529380,2010-05-14,2149,798,2,0,1,0,0,0,0,1
2293381,2010-05-14,1912,2474,0,0,1,0,0,0,1,1
41382,2010-05-15,4659,2887,0,0,0,1,1,0,1,0
219383,2010-05-15,4836,1246,0,0,2,1,0,0,0,0
3627384,2010-05-16,8243,2474,0,0,1,0,0,0,1,1
2234385,2010-05-16,1849,1312,0,0,1,1,0,1,0,0
3570386,2010-05-16,3184,2389,3,2,0,0,0,0,1,0
2141387,2010-05-16,1754,2814,0,0,0,0,0,2,1,0
3227388,2010-05-16,7839,2637,3,0,0,1,0,0,1,0
4027389,2010-05-17,3638,3962,0,2,0,0,0,0,2,0
2789390,2010-05-17,7399,2647,2,0,0,0,1,0,1,0
2916391,2010-05-18,7525,1266,0,0,2,0,0,1,0,0
4363392,2010-05-19,8971,2748,0,0,1,0,0,1,1,0
4113393,2010-05-19,3720,4323,0,0,0,0,1,0,2,0
3361394,2010-05-20,7967,2534,2,0,0,1,0,0,1,0
3662395,2010-05-21,3267,3123,3,0,0,0,0,2,1,0
4042396,2010-05-21,8646,693,3,0,0,0,0,0,0,2
4258397,2010-05-21,8861,2637,3,0,0,1,0,0,1,0
2584398,2010-05-22,2186,2554,2,0,0,0,0,1,1,0
3136399,2010-05-22,7737,1147,0,4,0,0,1,0,0,1
2441400,2010-05-23,7041,1084,6,0,0,0,0,1,0,0
3257401,2010-05-23,7856,967,3,0,0,0,0,1,0,1
1205402,2010-05-23,5803,2546,0,2,0,0,0,1,1,0
1202403,2010-05-24,5799,4230,0,0,0,0,0,1,2,0
4901404,2010-05-25,9497,4230,0,0,0,0,0,1,2,0
1479405,2010-05-25,1074,2554,2,0,0,0,0,1,1,0
1133406,2010-05-25,727,2474,0,0,1,0,0,0,1,1
1073407,2010-05-26,5666,1018,6,0,1,0,0,0,0,0
3176408,2010-05-26,2768,2814,0,0,0,0,0,2,1,0
3767409,2010-05-26,3358,1072,3,3,0,0,0,1,0,0
2182410,2010-05-26,1772,2794,0,0,0,1,0,1,1,0
2413411,2010-05-26,2002,5646,0,0,0,0,0,0,3,0
2009412,2010-05-26,6597,1155,3,0,1,1,0,0,0,0
1342413,2010-05-27,929,2488,2,0,1,0,0,0,1,0
1873414,2010-05-28,1459,5646,0,0,0,0,0,0,3,0
4414415,2010-05-28,8999,1800,3,0,0,0,1,2,0,0
511416,2010-05-29,5095,810,6,0,0,0,0,0,0,1
433417,2010-05-29,16,2702,0,0,0,0,4,1,0,0
1879418,2010-05-31,1461,2794,0,0,0,1,0,1,1,0
1714419,2010-05-31,1295,2474,0,0,1,0,0,0,1,1
1738420,2010-06-01,6318,1292,0,0,1,2,0,0,0,0
2234421,2010-06-01,6813,2534,2,0,0,1,0,0,1,0
959422,2010-06-01,5537,2266,0,0,0,0,0,0,1,2
4061423,2010-06-02,3638,2474,0,0,1,0,0,0,1,1
930424,2010-06-02,506,4073,3,0,0,0,0,0,2,0
1244425,2010-06-02,5819,901,3,0,1,0,0,0,0,1
4318426,2010-06-02,8892,1266,0,0,2,0,0,1,0,0
618427,2010-06-03,5191,1334,3,0,0,0,1,1,0,0
3817428,2010-06-03,8389,2546,0,2,0,0,0,1,1,0
